"Abbrev","Stat Name","Description","Unit","Pctile Dir","Available In"
"Longest Scoring Run","Longest Scoring Run","The longest sequence of consecutive points scored by a team without the opposing team scoring.","Integer","Highest # = 100th","Team Game"
"Longest Scoring Run Score","Longest Scoring Run Score","The score at the moment when a team had its longest scoring run in the game.","txt","Highest # = 100th","Team Game"
"longestStopRun","longestStopRun","No description available","-","-","Team Agg PBP, Team Game PBP"
"Losses","Losses","The total number of games lost by the team.","Integer","Lowest # = 100th","Player Game PBP, Team Game, Team Agg, Player Game, Team Agg PBP, Team Game PBP"
"LOSS10","Losses Leading by 10","The number of losses by the team where the team led by 10+ points at some point in the game.","Integer","Lowest # = 100th","Team Agg"
"LOSS15","Losses Leading by 15","The number of losses by the team where the team led by 15+ points at some point in the game.","Integer","Lowest # = 100th","Team Agg"
"LOSS20","Losses Leading by 20","The number of losses by the team where the team led by 20+ points at some point in the game.","Integer","Lowest # = 100th","Team Agg"
"LOSS5","Losses Leading by 5","The number of losses by the team where the team led by 5+ points at some point in the game.","Integer","Lowest # = 100th","Team Agg"
"NO LEAD L","Losses Without Leading","The number of losses by the team where the team did not lead at any point in the game.","Integer","Highest # = 100th","Team Agg"
"TOV LOST","Lost Ball Turnover","The total number of turnovers tagged by the scorer as a lost ball turnover by the team.","Integer","Lowest # = 100th","Team Agg PBP, Team Game PBP"
"MED2 FG%","Medium Distance 2s FG%","Field goal percentage on 10-15 foot 2-pointers.","Percentage","Highest % = 100th","Player Game PBP, Team Agg PBP, Player Agg PBP, Team Game PBP"
"MED2 FGA","Medium Distance 2s FGA","Field goal attempts on 10-15 foot 2-pointers.","Integer","Highest # = 100th","Player Game PBP, Team Agg PBP, Player Agg PBP, Team Game PBP"
"MED2 FGA/100","Medium Distance 2s FGA / 100 Poss","Field goal attempts on 10-15 foot 2-pointers per 100 possessions played.","Number","Highest # = 100th","Team Agg PBP"
"MED2 FGA/40","Medium Distance 2s FGA / 40 Mins","Field goal attempts on 10-15 foot 2-pointers per 40 minutes played.","Number","Highest # = 100th","Team Agg PBP, Player Agg PBP"
"MED2 FGA/G","Medium Distance 2s FGA / Game","Field goal attempts on 10-15 foot 2-pointers per game.","Number","Highest # = 100th","Team Agg PBP, Player Agg PBP"
"MED2 FGA%","Medium Distance 2s FGA%","Percentage of shots taken as 10-15 foot 2-pointers.","Percentage","Highest % = 100th","Player Game PBP, Team Agg PBP, Player Agg PBP, Team Game PBP"
"MED2 FGM","Medium Distance 2s FGM","Field goals made on 10-15 foot 2-pointers.","Integer","Highest # = 100th","Player Game PBP, Team Agg PBP, Player Agg PBP, Team Game PBP"
"MID2 FG%","Midrange 2s FG%","Field goal percentage on midrange 2s.","Percentage","Highest % = 100th","Player Game PBP, Team Agg PBP, Player Agg PBP, Lineup, Team Game PBP, On/Off"
"MID2 FG% (0-10s)","Midrange 2s FG% with 0-10 Secs on Shot Clock","Field goal percentage on midrange 2s taken with 0 - 10 seconds remaining on the shot clock.","Percentage","Highest % = 100th","Player Game PBP, Team Agg PBP, Player Agg PBP, Team Game PBP"
"MID2 FG% (10-20s)","Midrange 2s FG% with 10-20 Secs on Shot Clock","Field goal percentage on midrange 2s taken with 10 - 20 seconds remaining on the shot clock.","Percentage","Highest % = 100th","Player Game PBP, Team Agg PBP, Player Agg PBP, Team Game PBP"
"MID2 FG% (20-30s)","Midrange 2s FG% with 20-30 Secs on Shot Clock","Field goal percentage on midrange 2s taken with 20 - 30 seconds remaining on the shot clock.","Percentage","Highest % = 100th","Player Game PBP, Team Agg PBP, Player Agg PBP, Team Game PBP"
"MID2 FGA","Midrange 2s FGA","Field goal attempts on midrange 2s.","Integer","Highest # = 100th","Player Game PBP, Team Agg PBP, Player Agg PBP, Lineup, Team Game PBP, On/Off"
"MID2 FGA (0-10s)","Midrange 2s FGAs with 0-10 Secs on Shot Clock","The total number of field goal attempts on midrange 2s taken with 0 - 10 seconds remaining on the shot clock.","Integer","Highest # = 100th","Player Game PBP, Team Agg PBP, Player Agg PBP, Team Game PBP"
"MID2 FGA (10-20s)","Midrange 2s FGAs with 10-20 Secs on Shot Clock","The total number of field goal attempts on midrange 2s taken with 10 - 20 seconds remaining on the shot clock.","Integer","Highest # = 100th","Player Game PBP, Team Agg PBP, Player Agg PBP, Team Game PBP"
"MID2 FGA (20-30s)","Midrange 2s FGAs with 20-30 Secs on Shot Clock","The total number of field goal attempts on midrange 2s taken with 20 - 30 seconds remaining on the shot clock.","Integer","Highest # = 100th","Player Game PBP, Team Agg PBP, Player Agg PBP, Team Game PBP"
"MID2 FGA/100","Midrange 2s FGA / 100 Poss","Field goal attempts on midrange 2s per 100 possessions played.","Number","Highest # = 100th","Team Agg PBP, Lineup, On/Off"
"MID2 FGA/40","Midrange 2s FGA / 40 Mins","Field goal attempts on midrange 2s per 40 minutes played.","Number","Highest # = 100th","Team Agg PBP, Player Agg PBP, Lineup, On/Off"
"MID2 FGA/G","Midrange 2s FGA / Game","Field goal attempts on midrange 2s per game.","Number","Highest # = 100th","Team Agg PBP, Player Agg PBP"
"MID2 FGA%","Midrange 2s FGA%","Percentage of shots taken as midrange 2s.","Percentage","Highest % = 100th","Player Game PBP, Team Agg PBP, Player Agg PBP, Lineup, Team Game PBP, On/Off"
"MID2 FGA% (0-10s) A","Midrange 2s FGA% (0-10s) % of all shots","Percentage of all shots taken that were midrange 2s with 0 - 10 seconds remaining on the shot clock.","Percentage","Highest % = 100th","Player Game PBP, Team Agg PBP, Player Agg PBP, Team Game PBP"
"MID2 FGA% (0-10s) C","Midrange 2s FGA% (0-10s) % of 0-10s shots","Percentage of all shots taken with 0 - 10 seconds remaining on the shot clock that were midrange 2s.","Percentage","Highest % = 100th","Player Game PBP, Team Agg PBP, Player Agg PBP, Team Game PBP"
"MID2 FGA% (0-10s) Z","Midrange 2s FGA% (0-10s) % of Mid 2s","Percentage of all midrange 2s that were taken with 0 - 10 seconds remaining on the shot clock.","Percentage","Highest % = 100th","Player Game PBP, Team Agg PBP, Player Agg PBP, Team Game PBP"
"MID2 FGA% (10-20s) A","Midrange 2s FGA% (10-20s) % of all shots","Percentage of all shots taken that were midrange 2s with 10 - 20 seconds remaining on the shot clock.","Percentage","Highest % = 100th","Player Game PBP, Team Agg PBP, Player Agg PBP, Team Game PBP"
"MID2 FGA% (10-20s) C","Midrange 2s FGA% (10-20s) % of 10-20s shots","Percentage of all shots taken with 10 - 20 seconds remaining on the shot clock that were midrange 2s.","Percentage","Highest % = 100th","Player Game PBP, Team Agg PBP, Player Agg PBP, Team Game PBP"
"MID2 FGA% (10-20s) Z","Midrange 2s FGA% (10-20s) % of Mid 2s","Percentage of all midrange 2s that were taken with 10 - 20 seconds remaining on the shot clock.","Percentage","Highest % = 100th","Player Game PBP, Team Agg PBP, Player Agg PBP, Team Game PBP"
"MID2 FGA% (20-30s) A","Midrange 2s FGA% (20-30s) % of all shots","Percentage of all shots taken that were midrange 2s with 20 - 30 seconds remaining on the shot clock.","Percentage","Highest % = 100th","Player Game PBP, Team Agg PBP, Player Agg PBP, Team Game PBP"
"MID2 FGA% (20-30s) C","Midrange 2s FGA% (20-30s) % of 20-30s shots","Percentage of all shots taken with 20 - 30 seconds remaining on the shot clock that were midrange 2s.","Percentage","Highest % = 100th","Player Game PBP, Team Agg PBP, Player Agg PBP, Team Game PBP"
"MID2 FGA% (20-30s) Z","Midrange 2s FGA% (20-30s) % of Mid 2s","Percentage of all midrange 2s that were taken with 20 - 30 seconds remaining on the shot clock.","Percentage","Highest % = 100th","Player Game PBP, Team Agg PBP, Player Agg PBP, Team Game PBP"
"MID2 FGM","Midrange 2s FGM","Field goals made on midrange 2s.","Integer","Highest # = 100th","Player Game PBP, Team Agg PBP, Player Agg PBP, Lineup, Team Game PBP, On/Off"
"MID2 FGM (0-10s)","Midrange 2s FGMs with 0-10 Secs on Shot Clock","The total number of field goals made on midrange 2s taken with 0 - 10 seconds remaining on the shot clock.","Integer","Highest # = 100th","Player Game PBP, Team Agg PBP, Player Agg PBP, Team Game PBP"
"MID2 FGM (10-20s)","Midrange 2s FGMs with 10-20 Secs on Shot Clock","The total number of field goals made on midrange 2s taken with 10 - 20 seconds remaining on the shot clock.","Integer","Highest # = 100th","Player Game PBP, Team Agg PBP, Player Agg PBP, Team Game PBP"
"MID2 FGM (20-30s)","Midrange 2s FGMs with 20-30 Secs on Shot Clock","The total number of field goals made on midrange 2s taken with 20 - 30 seconds remaining on the shot clock.","Integer","Highest # = 100th","Player Game PBP, Team Agg PBP, Player Agg PBP, Team Game PBP"
"MID2 ORB CHNC","Midrange 2s Offensive Rebound Chances","The total number of offensive rebounds chances (offensive rebounds grabbed plus opponent defensive rebounds) on the team's missed midrange 2s.","Integer","Highest # = 100th","Team Agg PBP, Team Game PBP"
"MID2 ORB%","Midrange 2s Offensive Rebounding Percentage","Percentage of the team's missed midrange 2s that were offensive rebounded by the team.","Percentage","Highest % = 100th","Team Agg PBP, Team Game PBP"
"MID2 ORB","Midrange 2s Offensive Rebounds","The total number of offensive rebounds grabbed on the team's missed midrange 2s.","Integer","Highest # = 100th","Team Agg PBP, Team Game PBP"
"MID2 REB CHNC","Midrange 2s Rebound Chances","The total number of rebounds chances (rebounds grabbed plus opponent rebounds) on the team's and opponent's missed midrange 2s.","Integer","Highest # = 100th","Team Agg PBP, Team Game PBP"
"MID2 REB%","Midrange 2s Rebounding Percentage","Percentage of the team's and opponent's missed midrange 2s that were rebounded by the team.","Percentage","Highest % = 100th","Team Agg PBP, Team Game PBP"
"PAINT2 REB%","Paint 2s Rebounding Percentage","Percentage of the team's and opponent's missed shots in the paint (but not at the rim) that were rebounded by the team.","Percentage","Highest % = 100th","Team Agg PBP, Team Game PBP"
"MID2 REB","Midrange 2s Rebounds","The total number of rebounds grabbed on the team's and opponent's missed midrange 2s.","Integer","Highest # = 100th","Team Agg PBP, Team Game PBP"
"MID2 ASTD%","Midrange Assisted Pct","The percentage of shots made from the midrange that were assisted.","Percentage","Highest % = 100th","Player Game PBP, Team Agg PBP, Player Agg PBP, Team Game PBP"
"MID2 AST","Midrange Assists","The total number of assists where the shooter scored from the midrange.","Integer","Highest # = 100th","Player Game PBP, Player Agg PBP"
"MID2 AST/40","Midrange Assists / 40 Mins","The total number of assists per 40 minutes where the shooter scored from the midrange.","Number","Highest # = 100th","Player Game PBP, Player Agg PBP"
"MID2 AST/G","Midrange Assists / Game","The total number of assists per game where the shooter scored from the midrange.","Number","Highest # = 100th","Player Agg PBP"
"MID2 DRB CHNC","Midrange Defensive Rebound Chances","The total number of defensive rebounds chances (defensive rebounds grabbed plus opponent offensive rebounds) on opponent's missed midrange 2s.","Integer","Highest # = 100th","Team Agg PBP, Team Game PBP"
"MID2 DRB%","Midrange Defensive Rebounding Percentage","Percentage of the opponent's missed midrange 2s that were defensive rebounded by the team.","Percentage","Highest % = 100th","Team Agg PBP, Team Game PBP"
"MID2 DRB","Midrange Defensive Rebounds","The total number of defensive rebounds grabbed on opponent's missed midrange 2s.","Integer","Highest # = 100th","Team Agg PBP, Team Game PBP"
"Ht-Known Mins","Current Mins for Players with Known Height","Sum of current-season minutes played by players whose height is on file. Used as the denominator for the team's minutes-weighted average height.","Integer","Highest # = 100th","Team Game, Team Agg"
"MP Leading","Minutes Played Leading","Total minutes the team played while leading by any amount.","Number","Highest # = 100th","Team Agg PBP, Team Game PBP"
"MP Lead 1-9","Minutes Played Leading by 1-9 Pts","Total minutes the team played while leading by 1-9 points.","Number","Highest # = 100th","Team Agg PBP, Team Game PBP"
"MP Lead 10-19","Minutes Played Leading by 10-19 Pts","Total minutes the team played while leading by 10-19 points.","Number","Highest # = 100th","Team Agg PBP, Team Game PBP"
"MP Lead 20+","Minutes Played Leading by 20+ Pts","Total minutes the team played while leading by 20 or more points.","Number","Highest # = 100th","Team Agg PBP, Team Game PBP"
"MP Tied","Minutes Played While Tied","Total minutes the team played while tied with the opponent.","Number","Highest # = 100th","Team Agg PBP, Team Game PBP"
"MP Trailing","Minutes Played Trailing","Total minutes the team played while trailing by any amount.","Number","Lowest # = 100th","Team Agg PBP, Team Game PBP"
"MP Trail 1-9","Minutes Played Trailing by 1-9 Pts","Total minutes the team played while trailing by 1-9 points.","Number","Lowest # = 100th","Team Agg PBP, Team Game PBP"
"MP Trail 10-19","Minutes Played Trailing by 10-19 Pts","Total minutes the team played while trailing by 10-19 points.","Number","Lowest # = 100th","Team Agg PBP, Team Game PBP"
"MP Trail 20+","Minutes Played Trailing by 20+ Pts","Total minutes the team played while trailing by 20 or more points.","Number","Lowest # = 100th","Team Agg PBP, Team Game PBP"
"IN POSS","Minutes with Possession","Number of minutes when the team is with possession. Due to minutes where neither team is in possession, team minutes + opponent minutes in possession do not add up to total game minutes.","Number","Highest # = 100th","Team Agg PBP, Team Game PBP"
